budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,director_popularity,actor_popularity,writer_popularity
6000000,Paramount Pictures,USA,John Hughes,Comedy,70136369,Ferris Bueller's Day Off,PG-13,11/06/86,103,7.8,Matthew Broderick,264740,John Hughes,1986,0.6,2.453,2.665
15000000,Paramount Pictures,USA,Tony Scott,Action,179800601,Top Gun,PG,16/05/86,110,6.9,Tom Cruise,236909,Jim Cash,1986,2.489,23.05,1.96
18500000,Twentieth Century Fox Film Corporation,USA,James Cameron,Action,85160248,Aliens,R,18/07/86,137,8.4,Sigourney Weaver,540152,James Cameron,1986,4.903,10.412,0.6
9000000,Walt Disney Pictures,USA,Randal Kleiser,Adventure,18564613,Flight of the Navigator,PG,1/08/86,90,6.9,Joey Cramer,36636,Mark H. Baker,1986,0.631,1.396,0.6
15000000,SLM Production Group,USA,David Cronenberg,Drama,40456565,The Fly,R,15/08/86,96,7.5,Jeff Goldblum,129698,George Langelaan,1986,4.002,2.022,0.6
25000000,Twentieth Century Fox Film Corporation,USA,John Carpenter,Action,11100000,Big Trouble in Little China,PG-13,2/07/86,99,7.3,Kurt Russell,101678,Gary Goldman,1986,2.672,3.311,1.094
2000000,New Line Cinema,USA,Stephen Herek,Action,13167232,Critters,PG-13,11/04/86,82,6,Dee Wallace,25517,Domonic Muir,1986,0.66,1.859,0.6
4700000,Cannon Films,USA,Tobe Hooper,Comedy,8025872,The Texas Chainsaw Massacre 2,UNRATED,22/08/86,89,5.6,Dennis Hopper,21253,L.M. Kit Carson,1986,1.744,4.878,0.828
25000000,Paramount Pictures,USA,Michael Ritchie,Action,79817937,The Golden Child,PG-13,12/12/86,94,5.9,Eddie Murphy,42997,Dennis Feldman,1986,1.073,1.96,0.694
1900000,Hemdale,USA,Tim Hunter,Crime,4600000,River's Edge,R,8/05/87,99,7.1,Crispin Glover,12862,Neal Jimenez,1986,1.176,2.175,0.6
25000000,L.A. Films,USA,John Landis,Comedy,39246734,¡Three Amigos!,PG,12/12/86,104,6.4,Steve Martin,57406,Steve Martin,1986,1.672,12.513,0.6
25000000,Warner Bros.,USA,George P. Cosmatos,Action,49042224,Cobra,R,23/05/86,87,5.7,Sylvester Stallone,54851,Paula Gosling,1986,0.919,4.269,0.6
25000000,The Saul Zaentz Company,USA,Peter Weir,Adventure,14302779,The Mosquito Coast,PG,26/11/86,117,6.6,Harrison Ford,23076,Paul Theroux,1986,1.238,3.996,0.6
10000000,De Laurentiis Entertainment Group (DEG),USA,John Guillermin,Action,4711220,King Kong Lives,PG-13,19/12/86,105,3.8,Brian Kerwin,4401,Ronald Shusett,1986,0.985,2.547,1.244
4500000,Empire Pictures,USA,Stuart Gordon,Horror,1261000,From Beyond,R,24/10/86,86,6.7,Jeffrey Combs,16636,H.P. Lovecraft,1986,1.4,10.507,0.6
8500000,De Laurentiis Entertainment Group (DEG),USA,John Irvin,Action,16209459,Raw Deal,R,6/06/86,106,5.5,Arnold Schwarzenegger,24851,Luciano Vincenzoni,1986,1.385,0.811,1.62
6000000,Sunbow Productions,USA,Nelson Shin,Animation,5849647,The Transformers: The Movie,PG,8/08/86,84,7.3,Orson Welles,33609,Ron Friedman,1986,0.84,13.581,1.128
20000000,Paramount Pictures,USA,Mike Nichols,Comedy,25314289,Heartburn,R,25/07/86,108,6.1,Meryl Streep,7570,Nora Ephron,1986,1.03,1.96,2.242
18000000,Paramount Pictures,USA,Ron Howard,Comedy,36611610,Gung Ho,PG-13,14/03/86,112,6.2,Michael Keaton,9965,Edwin Blum,1986,4.23,0.967,0.694
10000000,Orion Pictures,USA,Robert Mandel,Action,20603715,F/X,R,7/02/86,109,6.7,Bryan Brown,14502,Robert T. Megginson,1986,0.688,1.442,0.98
5000000,Paramount Pictures,USA,Fred Walton,Horror,12947763,April Fool's Day,R,28/03/86,89,6.2,Deborah Foreman,11458,Danilo Bach,1986,0.618,15.11,0.6
12000000,Cinema Group Ventures,USA,Roger Spottiswoode,Comedy,7790931,The Best of Times,PG-13,31/01/86,104,5.9,Robin Williams,5523,Ron Shelton,1986,1.146,1.441,1.015
20000000,De Laurentiis Entertainment Group (DEG),USA,Bruce Beresford,Comedy,22905500,Crimes of the Heart,PG-13,23/01/87,105,6.4,Diane Keaton,3079,Beth Henley,1986,1.057,6.766,0.6
6000000,Golan-Globus Productions,USA,J. Lee Thompson,Action,9947631,Murphy's Law,R,18/04/86,100,5.9,Charles Bronson,3561,Gail Morgan Hickman,1986,1.62,6.202,0.98
15000000,Amercent Films,USA,John McTiernan,Action,59735548,Predator,R,12/06/87,107,7.8,Arnold Schwarzenegger,313213,Jim Thomas,1987,2.02,3.6,1.26
13000000,Orion Pictures,USA,Paul Verhoeven,Action,53424681,RoboCop,R,17/07/87,102,7.5,Peter Weller,196245,Edward Neumeier,1987,2.918,3.724,1.128
15000000,Warner Bros.,USA,Richard Donner,Action,65207127,Lethal Weapon,R,6/03/87,110,7.6,Mel Gibson,204328,Shane Black,1987,2.226,3.632,1.806
25000000,Paramount Pictures,USA,Brian De Palma,Crime,76270454,The Untouchables,R,3/06/87,119,7.9,Kevin Costner,234254,Oscar Fraley,1987,3.109,2.551,0.6
15000000,Twentieth Century Fox Film Corporation,USA,Oliver Stone,Crime,43848100,Wall Street,R,11/12/87,126,7.4,Charlie Sheen,126195,Stanley Weiser,1987,5.109,3.736,0.98
6000000,Gladden Entertainment,USA,Michael Gottlieb,Comedy,42721196,Mannequin,PG,13/02/87,90,5.8,Andrew McCarthy,24626,Edward Rugoff,1987,0.6,7.057,0.6
15000000,Metro-Goldwyn-Mayer (MGM),USA,Norman Jewison,Comedy,80640528,Moonstruck,PG,15/01/88,102,7.1,Cher,38600,John Patrick Shanley,1987,0.84,4.975,0.6
12000000,Rastar Pictures,USA,Herbert Ross,Comedy,66995879,The Secret of My Succe$s,PG-13,10/04/87,111,6.5,Michael J. Fox,24685,Jim Cash,1987,1.62,2.074,1.96
6000000,Universal Pictures,USA,Phil Joanou,Comedy,3685862,Three O'Clock High,PG-13,9/10/87,97,7.2,Casey Siemaszko,8970,Richard Christian Matheson,1987,0.652,7.057,1.4
17000000,Columbia Pictures Corporation,USA,Ridley Scott,Crime,10278549,Someone to Watch Over Me,R,9/10/87,106,6.1,Tom Berenger,7854,Howard Franklin,1987,3.975,6.507,0.6
350000,Cannon Group,USA,Sam Firstenberg,Action,4000000,American Ninja 2: The Confrontation,R,1/05/87,90,4.8,Michael Dudikoff,6565,Gary Conway,1987,0.714,4.155,0.6
9000000,Gladden Entertainment,USA,Michael Cimino,Action,5406879,The Sicilian,R,23/10/87,115,5.3,Christopher Lambert,3889,Mario Puzo,1987,1.239,5.786,0.794
25000000,Warner Bros.,USA,Martin Ritt,Drama,30950002,Nuts,R,11/12/87,116,6.7,Barbra Streisand,4996,Tom Topor,1987,1.153,1.297,0.98
5800000,In-Cine Compañía Industrial Cinematográfica,USA,Alex Cox,Biography,257043,Walker,R,4/12/87,94,6.6,Ed Harris,2684,Rudy Wurlitzer,1987,1.576,4.309,0.972
28000000,Twentieth Century Fox Film Corporation,USA,John McTiernan,Action,83008852,Die Hard,R,20/07/88,131,8.2,Bruce Willis,647000,Roderick Thorp,1988,2.02,3.666,1.048
20000000,Touchstone Pictures,USA,Roger Donaldson,Comedy,78222753,Cocktail,R,29/07/88,104,5.8,Tom Cruise,65825,Heywood Gould,1988,1.546,2.637,0.6
6000000,Night Life Inc.,USA,Donald Petrie,Comedy,12793213,Mystic Pizza,R,21/10/88,104,6.2,Annabeth Gish,20071,Amy Holden Jones,1988,1.943,0.6,1.286
20000000,Rastar Pictures,USA,Mike Nichols,Comedy,43184798,Biloxi Blues,PG-13,25/03/88,106,6.6,Matthew Broderick,12590,Neil Simon,1988,1.03,2.565,0.766
4000000,Cineplex-Odeon Films,USA,Oliver Stone,Drama,3468572,Talk Radio,R,13/01/89,110,7.3,Eric Bogosian,10745,Stephen Singular,1988,5.109,3.925,1.094
18000000,Imagine Entertainment,USA,Ken Kwapis,Adventure,1883811,Vibes,PG,5/08/88,99,5.5,Cyndi Lauper,2850,Deborah Blum,1988,1.415,9.395,0.828
19000000,United Artists,USA,Costa-Gavras,Drama,25816139,Betrayed,R,26/08/88,127,6.3,Debra Winger,4580,Joe Eszterhas,1988,1.096,3.413,0.6
14000000,Weintraub Entertainment Group,USA,David Anspaugh,Drama,6640346,Fresh Horses,PG-13,18/11/88,105,5,Molly Ringwald,1439,Larry Ketron,1988,0.6,0.828,0.648
5000000,Helpern / Meltzer,USA,Mark Goldblatt,Action,3588626,Dead Heat,R,29/06/88,86,6,Treat Williams,5127,Terry Black,1988,0.6,6.517,0.6
19000000,Orion Pictures,USA,Michael Ritchie,Comedy,11005304,The Couch Trip,R,15/01/88,97,5.7,Dan Aykroyd,3961,Ken Kolb,1988,1.073,2.17,0.6
8000000,Paramount Pictures,USA,Marisa Silver,Drama,1893139,Permanent Record,PG-13,22/04/88,91,6.4,Alan Boyce,1550,Jarre Fees,1988,0.833,10.507,0.6
14000000,Orion Pictures,USA,Peter Yates,Thriller,459824,The House on Carroll Street,PG,4/03/88,101,6.2,Kelly McGillis,1844,Walter Bernstein,1988,0.608,4.249,1.676
5000000,Cinetel Films,USA,Steve Carver,Action,807947,Bulletproof,R,4/03/88,93,5,Gary Busey,1057,T.L. Lankford,1988,0.6,11.497,0.6
16400000,Touchstone Pictures,USA,Peter Weir,Comedy,95860116,Dead Poets Society,PG,9/06/89,128,8,Robin Williams,301100,Tom Schulman,1989,1.238,7.057,0.983
11500000,Paramount Pictures,USA,Mary Lambert,Horror,57469179,Pet Sematary,R,21/04/89,103,6.6,Dale Midkiff,70178,Stephen King,1989,1.586,4.098,6.828
48000000,Paramount Pictures,USA,Steven Spielberg,Action,197171806,Indiana Jones and the Last Crusade,PG-13,24/05/89,127,8.3,Harrison Ford,566432,Jeffrey Boam,1989,7.76,4.62,0.932
55000000,Warner Bros.,USA,Andrey Konchalovskiy,Action,63408614,Tango & Cash,R,22/12/89,104,6.3,Sylvester Stallone,81242,Randy Feldman,1989,0.84,2.55,0.838
10000000,De Laurentiis Entertainment Group (DEG),USA,Stephen Herek,Adventure,40485039,Bill & Ted's Excellent Adventure,PG,17/02/89,90,6.9,Keanu Reeves,90901,Chris Matheson,1989,0.66,9.395,0.84
18000000,TriStar Pictures,USA,Edward Zwick,Biography,26830000,Glory,R,16/02/90,122,7.9,Matthew Broderick,107207,Kevin Jarre,1989,3.567,5.239,0.6
25000000,Filmauro,USA,George P. Cosmatos,Adventure,15704614,Leviathan,R,17/03/89,98,5.8,Peter Weller,14315,David Webb Peoples,1989,0.919,3.863,0.99
18000000,Buena Vista Pictures,USA,Joe Johnston,Adventure,130724172,"Honey, I Shrunk the Kids",PG,23/06/89,93,6.3,Rick Moranis,116845,Stuart Gordon,1989,1.642,2.547,0.6
28000000,Warner Bros.,USA,Richard Donner,Action,147253986,Lethal Weapon 2,R,7/07/89,114,7.2,Mel Gibson,137637,Jeffrey Boam,1989,2.226,6.016,0.932
10000000,Norman Twain Productions,USA,John G. Avildsen,Drama,31906454,Lean on Me,PG-13,3/03/89,108,7.4,Morgan Freeman,15445,Michael Schiffer,1989,1.456,1.131,1.4
18000000,TriStar Pictures,USA,Arthur Hiller,Comedy,46908987,"See No Evil, Hear No Evil",R,12/05/89,103,6.8,Richard Pryor,40102,Earl Barret,1989,0.983,3.227,0.648
6000000,Finnegan/Pinchuk Productions,USA,Todd Holland,Adventure,14278900,The Wizard,PG,15/12/89,96,6,Fred Savage,11308,David Chisholm,1989,0.648,2.402,0.6
2500000,Avenue Pictures,USA,Gus Van Sant,Crime,4729352,Drugstore Cowboy,R,20/10/89,102,7.4,Matt Dillon,26923,James Fogle,1989,1.69,6.415,0.6
12000000,Lorimar Film Entertainment,USA,John Irvin,Action,15942628,Next of Kin,R,20/10/89,108,5.7,Patrick Swayze,7644,Michael Jenning,1989,1.385,0.972,1.38
15000000,Touchstone Pictures,USA,Woody Allen,Comedy,10763469,New York Stories,PG,10/03/89,124,6.4,Woody Allen,14652,Richard Price,1989,2.404,2.902,1.729
10000000,Empire Pictures,USA,Stuart Gordon,Action,1272977,Robot Jox,PG,21/11/90,85,5.3,Gary Graham,4665,Stuart Gordon,1989,1.4,0.618,0.6
3000000,Sean S. Cunningham Films,USA,James Isaac,Horror,1738897,The Horror Show,R,28/04/89,95,4.9,Lance Henriksen,2627,Allyn Warner,1989,0.6,4.975,0.6
5000000,Allied Vision,USA,Philippe Mora,Biography,1919653,Communion,R,10/11/89,106,5.7,Christopher Walken,4489,Whitley Strieber,1989,0.659,1.932,0.98
18000000,Paramount Pictures,USA,Joe Pytka,Comedy,4973285,Let It Ride,PG-13,18/08/89,90,6.9,Richard Dreyfuss,4382,Jay Cronley,1989,0.6,3.392,0.98
16000000,AM/PM Entertainment,USA,Robert Ellis Miller,Adventure,67878,Brenda Starr,PG,15/04/92,93,4.6,Brooke Shields,856,Noreen Stone,1989,1.102,4.091,1.094
54000000,Paramount Pictures,USA,Francis Ford Coppola,Crime,66666062,The Godfather: Part III,R,25/12/90,162,7.6,Al Pacino,295736,Mario Puzo,1990,2.929,1.614,0.794
30000000,Paramount Pictures,USA,John McTiernan,Action,122012643,The Hunt for Red October,PG,2/03/90,135,7.6,Sean Connery,152517,Tom Clancy,1990,2.02,3.976,1.744
13000000,Universal Pictures,USA,John Lafia,Horror,28501605,Child's Play 2,R,9/11/90,84,5.8,Alex Vincent,34608,Don Mancini,1990,0.694,1.284,0.714
11000000,Universal Pictures,USA,Ron Underwood,Comedy,16667084,Tremors,PG-13,19/01/90,96,7.1,Kevin Bacon,98220,S.S. Wilson,1990,1.673,3.902,0.84
9500000,PolyGram Filmed Entertainment,USA,David Lynch,Comedy,14560247,Wild at Heart,R,17/08/90,125,7.2,Nicolas Cage,67407,Barry Gifford,1990,3.49,3.395,1.226
40000000,Twentieth Century Fox Film Corporation,USA,Renny Harlin,Action,21413502,The Adventures of Ford Fairlane,R,11/07/90,104,6.3,Andrew Dice Clay,15191,Daniel Waters,1990,2.139,0.6,0.84
22000000,Warner Bros.,USA,Alan J. Pakula,Mystery,86303188,Presumed Innocent,R,27/07/90,127,6.9,Harrison Ford,31512,Scott Turow,1990,1.306,5.11,0.649
10000000,Warner Bros.,USA,Bruce Malmuth,Action,47410000,Hard to Kill,R,9/02/90,96,5.7,Steven Seagal,23411,Steven McKay,1990,0.761,4.612,0.6
30000000,Silver Screen Partners IV,USA,Hendel Butoy,Animation,27931461,The Rescuers Down Under,G,16/11/90,100,6.9,Bob Newhart,30141,Jim Cox,1990,0.6,9.282,0.6
7000000,Vision PDG,USA,Craig R. Baxley,Action,4348368,Dark Angel,R,28/09/90,91,6,Dolph Lundgren,8214,Jonathan Tydor,1990,0.6,2.744,0.84
18000000,Dino De Laurentiis Company,USA,Michael Cimino,Action,2742912,Desperate Hours,R,5/10/90,105,5.4,Mickey Rourke,5702,Joseph Hayes,1990,1.239,2.644,0.6
15000000,Universal Pictures,USA,Brian Levant,Comedy,25104700,Problem Child 2,PG-13,3/07/91,93,4.6,John Ritter,17894,Scott Alexander,1991,1.68,11.497,1.306
27000000,Castle Rock Entertainment,USA,Ron Underwood,Comedy,124033791,City Slickers,PG-13,7/06/91,113,6.7,Billy Crystal,41443,Lowell Ganz,1991,1.673,5.748,1.4
38000000,Bill Graham Films,USA,Oliver Stone,Biography,35183792,The Doors,R,1/03/91,140,7.2,Val Kilmer,72491,Randall Jahnson,1991,5.109,9.927,1.96
24000000,TriStar Pictures,USA,Terry Gilliam,Comedy,41895491,The Fisher King,R,27/09/91,137,7.6,Jeff Bridges,67814,Richard LaGravenese,1991,1.374,5.574,1.389
29000000,Geffen Pictures,USA,Tony Scott,Action,59509925,The Last Boy Scout,R,13/12/91,105,6.9,Bruce Willis,80307,Shane Black,1991,2.489,2.355,1.806
75000000,Imagine Films Entertainment,USA,Ron Howard,Action,77868585,Backdraft,R,24/05/91,137,6.7,Kurt Russell,61711,Gregory Widen,1991,4.23,2.054,0.6
20000000,Interscope Communications,USA,Peter Hewitt,Adventure,38037513,Bill & Ted's Bogus Journey,PG,19/07/91,93,6.2,Keanu Reeves,52853,Chris Matheson,1991,0.702,0.766,0.84
13500000,Paramount Pictures,USA,Stan Dragoti,Comedy,26255594,Necessary Roughness,PG-13,27/09/91,108,6.1,Scott Bakula,8750,Rick Natkin,1991,0.6,7.05,0.6
35000000,Joseph S. Vecchio Entertainment,USA,John Landis,Comedy,23562716,Oscar,PG,26/04/91,109,6.4,Sylvester Stallone,25116,Claude Magnier,1991,1.672,6.729,0.6
30000000,TriStar Pictures,USA,Barry Levinson,Biography,49114016,Bugsy,R,20/12/91,136,6.8,Warren Beatty,22209,James Toback,1991,1.854,1.697,0.6
23000000,Paramount Pictures,USA,David Zucker,Comedy,86930411,The Naked Gun 2½: The Smell of Fear,PG-13,28/06/91,85,6.8,Leslie Nielsen,89142,Jim Abrahams,1991,0.6,2.415,1.96
14000000,Arnold Kopelson Productions,USA,John Flynn,Action,39673161,Out for Justice,R,12/04/91,91,6,Steven Seagal,18164,R. Lance Hill,1991,0.695,15.11,1.22
6000000,Alive Films,USA,David Kellogg,Comedy,1193062,Cool as Ice,PG,18/10/91,91,2.8,Vanilla Ice,7942,David Stenn,1991,0.6,4.37,0.6
15000000,Paramount Pictures,USA,Kenneth Branagh,Crime,38016380,Dead Again,R,30/08/91,107,7,Kenneth Branagh,22783,Scott Frank,1991,8.763,1.859,1.498
25000000,Hughes Entertainment,USA,John Hughes,Comedy,33691313,Curly Sue,PG,25/10/91,101,5.7,Jim Belushi,17739,John Hughes,1991,0.6,3.182,2.665
23000000,Krisjair,USA,Simon Wincer,Action,7434726,Harley Davidson and the Marlboro Man,R,23/08/91,98,6,Mickey Rourke,15567,Don Michael Paul,1991,0.772,10.507,2.8
8000000,Columbia Pictures Corporation,USA,Alan Rudolph,Mystery,19018321,Mortal Thoughts,R,19/04/91,102,5.7,Demi Moore,7239,William Reilly,1991,0.615,3.534,0.98
22000000,Capella International,USA,Wolfgang Petersen,Crime,11511031,Shattered,R,11/10/91,98,6.5,Tom Berenger,6807,Richard Neely,1991,1.721,9.395,0.6
17000000,Twentieth Century Fox Film Corporation,USA,Peter Faiman,Comedy,4603929,Dutch,PG-13,19/07/91,107,6.4,Ed O'Neill,10048,John Hughes,1991,0.6,12.513,2.665
3000000,Cinetel Films,USA,Marc Rocco,Crime,390152,Where the Day Takes You,R,11/09/92,105,6.8,Dermot Mulroney,2522,Michael Hitchcock,1991,0.6,5.841,0.6
7500000,Carolco Pictures,USA,Martha Coolidge,Drama,6266621,Rambling Rose,R,20/09/91,112,6.7,Laura Dern,4115,Calder Willingham,1991,1.435,15.992,1.22
13000000,Gladden Entertainment,USA,Stewart Raffill,Comedy,3752426,Mannequin: On the Move,PG,17/05/91,95,4.1,Kristy Swanson,4885,Edward Rugoff,1991,0.6,13.581,0.6
2000000,Empire Pictures (II),USA,Stuart Gordon,Horror,3331,The Pit and the Pendulum,R,27/06/91,97,6.1,Lance Henriksen,3241,Edgar Allan Poe,1991,1.4,1.117,0.757
26000000,Hollywood Pictures,USA,Jerry Rees,Comedy,12454768,The Marrying Man,R,5/04/91,115,5.7,Kim Basinger,4445,Neil Simon,1991,1.4,1.566,0.766
17010000,Sean Daniel Company,USA,Nadia Tass,Comedy,22641969,Pure Luck,PG,9/08/91,96,5.7,Martin Short,5618,Francis Veber,1991,0.605,5.742,0.677
22000000,Largo Entertainment,USA,Rod Daniel,Comedy,11000863,The Super,R,4/10/91,84,5.5,Joe Pesci,4400,Sam Simon,1991,0.6,4.288,1.4
250000,Bronze Eye Productions,USA,Todd Haynes,Drama,609524,Poison,R,16/08/91,85,6.5,Edith Meeks,2724,Jean Genet,1991,0.884,2.241,0.6
16000000,Hollywood Pictures,USA,Geoff Burrowes,Action,4409328,Run,R,1/02/91,91,6.1,Patrick Dempsey,2157,Dennis Shryack,1991,0.6,0.6,0.6
16000000,Cinecom Entertainment Group,USA,Lasse Hallström,Comedy,14851083,Once Around,R,1/02/91,115,6.5,Richard Dreyfuss,3594,Malia Scotch Marmo,1991,0.691,2.338,0.648
10000000,Orion Pictures,USA,Jonathan Wacks,Comedy,6166819,Mystery Date,PG-13,16/08/91,97,6,Ethan Hawke,2180,Parker Bennett,1991,0.6,1.005,0.98
10000000,TriStar Pictures,USA,Matthew Robbins,Adventure,8667684,Bingo,PG,9/08/91,100,4.7,Cindy Williams,2380,Jim Strain,1991,0.6,10.412,1.4
14000000,Not specified,USA,Arthur Hiller,Comedy,1989059,Married to It,R,26/03/93,112,5.9,Beau Bridges,757,Janet Kovalcik,1991,0.983,5.131,0.6
15000000,Sandollar Productions,USA,Charles Lane,Comedy,4693236,True Identity,R,23/08/91,93,5.1,Lenny Henry,1019,Andy Breckman,1991,0.6,2.227,0.6
50000000,Twentieth Century Fox Film Corporation,USA,David Fincher,Action,55473600,Alien 3,R,22/05/92,114,6.4,Sigourney Weaver,231709,Dan O'Bannon,1992,11.286,5.456,1.618
55000000,Universal Pictures,USA,Robert Zemeckis,Comedy,58422650,Death Becomes Her,PG-13,31/07/92,104,6.5,Meryl Streep,85470,Martin Donovan,1992,3.298,8.467,0.968
31000000,Universal Pictures,USA,Martin Brest,Drama,63895607,Scent of a Woman,R,8/01/93,156,8,Al Pacino,209862,Giovanni Arpino,1992,1.62,1.609,0.6
15000000,Touchwood Pacific Partners 1,USA,Kenny Ortega,Drama,2819485,Newsies,PG,10/04/92,121,7,Christian Bale,16383,Bob Tzudiker,1992,1.798,9.282,1.835
6000000,PolyGram Filmed Entertainment,USA,Bernard Rose,Horror,25792310,Candyman,R,16/10/92,99,6.6,Virginia Madsen,54076,Clive Barker,1992,1.293,1.654,1.4
5000000,Fifth Avenue Entertainment,USA,Anthony Hickox,Horror,12534961,Hellraiser III: Hell on Earth,R,11/09/92,91,5.5,Terry Farrell,22036,Clive Barker,1992,0.614,2.127,1.4
11700000,Hollywood Pictures,USA,Curtis Hanson,Drama,88036683,The Hand That Rocks the Cradle,R,10/01/92,110,6.6,Annabella Sciorra,31853,Amanda Silver,1992,1.4,1.4,1.704
8000000,Avenue Pictures,USA,Robert Altman,Comedy,21706100,The Player,R,8/05/92,124,7.6,Tim Robbins,45208,Michael Tolkin,1992,1.62,1.514,1.711
14000000,Cinema Plus,USA,Greg Beeman,Adventure,2034470,Mom and Dad Save the World,PG,24/07/92,88,5.3,Teri Garr,3656,Chris Matheson,1992,1.721,2.905,0.84
10000000,Twentieth Century Fox Film Corporation,USA,Dwight H. Little,Action,14356479,Rapid Fire,R,21/08/92,95,6.3,Brandon Lee,6784,Cindy Cirile,1992,0.6,3.551,0.6
15000000,TriStar Pictures,USA,Michael Apted,Crime,22660758,Thunderheart,R,3/04/92,119,6.8,Val Kilmer,12056,John Fusco,1992,1.877,4.78,1.082
7500000,Warner Bros.,USA,Randall Miller,Comedy,13272113,Class Act,PG-13,5/06/92,98,6,Christopher Reid,4351,Michael Swerdlick,1992,0.656,4.335,0.683
32000000,Warner Bros.,USA,Phil Joanou,Drama,28590665,Final Analysis,R,7/02/92,124,5.8,Richard Gere,11503,Robert Berger,1992,0.652,2.736,0.6
5000000,A&M; Films,USA,Keith Gordon,Drama,1526697,A Midnight Clear,R,24/04/92,108,7.2,Peter Berg,7365,William Wharton,1992,2.103,1.583,0.6
40000000,DENTSU Music And Entertainment,USA,Fred Schepisi,Comedy,20883046,Mr. Baseball,PG-13,2/10/92,108,5.9,Tom Selleck,8610,Theo Pelletier,1992,0.6,3.925,0.6
18000000,Metro-Goldwyn-Mayer (MGM),USA,Bruce Beresford,Drama,2149735,Rich in Love,PG-13,5/03/93,100,6.3,Albert Finney,689,Josephine Humphreys,1992,1.057,4.155,0.6
22000000,Universal Pictures,USA,Steven Spielberg,Biography,96067179,Schindler's List,R,4/02/94,195,8.9,Liam Neeson,956124,Thomas Keneally,1993,7.76,0.766,1.286
85000000,Columbia Pictures Corporation,USA,John McTiernan,Action,50016394,Last Action Hero,PG-13,18/06/93,130,6.3,Arnold Schwarzenegger,114476,Zak Penn,1993,2.02,5.211,1.634
30000000,Columbia Pictures Corporation,USA,Martin Scorsese,Drama,32200000,The Age of Innocence,PG,1/10/93,139,7.2,Daniel Day-Lewis,39143,Edith Wharton,1993,5.362,3.052,0.6
25000000,TriStar Television,USA,Ron Maxwell,Drama,10769960,Gettysburg,PG,8/10/93,271,7.7,Tom Berenger,22949,Michael Shaara,1993,1.26,4.258,0.98
15000000,Orion Pictures,USA,George A. Romero,Horror,9579068,The Dark Half,R,23/04/93,122,5.9,Timothy Hutton,12885,Stephen King,1993,2.65,0.695,6.828
40000000,Columbia Pictures Corporation,USA,Wolfgang Petersen,Action,102314283,In the Line of Fire,R,9/07/93,128,7.2,Clint Eastwood,78551,Jeff Maguire,1993,1.721,7.057,1.094
900000,Trimark Pictures,USA,Mark Jones,Comedy,8556940,Leprechaun,R,8/01/93,92,4.7,Warwick Davis,18654,Mark Jones,1993,0.6,13.581,0.701
15000000,Columbia Pictures Corporation,USA,James Ivory,Drama,22954968,The Remains of the Day,PG,19/11/93,134,7.9,Anthony Hopkins,49507,Kazuo Ishiguro,1993,1.4,10.507,1.012
2600000,Icon Entertainment International,USA,Rob Bowman,Adventure,2850263,Airborne,PG,17/09/93,91,6.2,Shane McDermott,5414,Bill Apablasa,1993,2.454,3.976,0.6
9000000,PolyGram Filmed Entertainment,USA,Dominic Sena,Crime,2395231,Kalifornia,R,3/09/93,117,6.7,Brad Pitt,44601,Stephen Levy,1993,0.6,37.331,0.6
6000000,Warner Bros. Animation,USA,Eric Radomski,Animation,5617391,Batman: Mask of the Phantasm,PG,25/12/93,76,7.9,Kevin Conroy,33504,Bob Kane,1993,0.6,8.573,2.744
35000000,Columbia Pictures Corporation,USA,Walter Hill,Drama,18635620,Geronimo: An American Legend,PG-13,10/12/93,115,6.5,Jason Patric,7190,John Milius,1993,2.154,2.453,2.108
19000000,Canal+,USA,Emir Kusturica,Comedy,106658,Arizona Dream,R,9/09/94,142,7.4,Johnny Depp,36250,David Atkins,1993,1.59,1.83,0.6
15000000,Northern Lights Entertainment,USA,Rod Daniel,Comedy,53354166,Beethoven's 2nd,PG,17/12/93,89,4.8,Charles Grodin,20989,John Hughes,1993,0.6,5.841,2.665
13000000,Dorset Productions,USA,Abel Ferrara,Horror,428868,Body Snatchers,R,28/01/94,87,5.9,Gabrielle Anwar,14297,Jack Finney,1993,2.376,4.721,1.428
11000000,Hollywood Pictures,USA,Wayne Wang,Drama,32861136,The Joy Luck Club,R,29/10/93,139,7.6,Tamlyn Tomita,13064,Amy Tan,1993,0.833,2.402,0.6
15000000,Columbia Pictures Corporation,USA,Robert Harmon,Action,22189039,Nowhere to Run,R,15/01/93,94,5.6,Jean-Claude Van Damme,18494,Joe Eszterhas,1993,0.709,2.547,0.6
15000000,Columbus Circle Films,USA,Tom Holland,Drama,6419876,The Temp,R,12/02/93,99,5.1,Timothy Hutton,2554,Kevin Falls,1993,0.725,3.902,0.84
8000000,New Line Cinema,USA,Gus Van Sant,Comedy,1710000,Even Cowgirls Get the Blues,R,20/05/94,95,4.3,Uma Thurman,6381,Tom Robbins,1993,1.69,18.185,0.6
3000000,Trimark Pictures,USA,Anthony Hickox,Fantasy,3902679,Warlock: The Armageddon,R,24/09/93,98,5.3,Julian Sands,4275,David Twohy,1993,0.614,7.503,0.636
8000000,Wildwood Enterprises,USA,Steven Soderbergh,Drama,1299318,King of the Hill,PG-13,20/08/93,103,7.6,Jesse Bradford,6291,A.E. Hotchner,1993,3.202,5.884,0.98
