budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,director_popularity,actor_popularity,writer_popularity
19000000,Summit Entertainment,USA,Sean Anders,Adventure,8402485,Sex Drive,R,17/10/08,109,6.5,Josh Zuckerman,75976,Sean Anders,2008,0.6,5.615,1.541
15000000,Fox Atomic,USA,Peter Cattaneo,Comedy,6409528,The Rocker,PG-13,20/08/08,102,6.2,Rainn Wilson,33768,Maya Forbes,2008,0.6,2.668,1.4
60000000,Fox 2000 Pictures,USA,David Frankel,Comedy,143153751,Marley & Me,PG,25/12/08,100,7.1,Owen Wilson,125638,Scott Frank,2008,1.231,2.547,1.498
60000000,Lionsgate,USA,Frank Miller,Action,19781879,The Spirit,PG-13,25/12/08,103,4.8,Gabriel Macht,55602,Frank Miller,2008,0.6,3.981,1.165
80000000,DreamWorks,USA,D.J. Caruso,Action,101111837,Eagle Eye,PG-13,26/09/08,118,6.6,Shia LaBeouf,158402,John Glenn,2008,1.38,4.317,1.008
17500000,Touchstone Pictures,USA,Jon M. Chu,Drama,58017783,Step Up 2: The Streets,PG-13,14/02/08,98,6.2,Robert Hoffman,71816,Toni Ann Johnson,2008,1.872,3.211,0.6
150000000,DreamWorks Animation,USA,Eric Darnell,Animation,180010950,Madagascar: Escape 2 Africa,PG,7/11/08,89,6.7,Ben Stiller,162026,Etan Cohen,2008,1.214,3.427,1.332
8000000,DreamWorks,USA,Carter Smith,Horror,17432844,The Ruins,R,4/04/08,90,5.9,Shawn Ashmore,62603,Scott B. Smith,2008,0.6,4.597,0.6
40000000,Columbia Pictures,USA,Pete Travis,Crime,72266306,Vantage Point,PG-13,22/02/08,90,6.6,Dennis Quaid,132882,Barry L. Levy,2008,1.094,1.4,0.84
55000000,Playtone,USA,Gil Kenan,Adventure,7873007,City of Ember,PG,10/10/08,90,6.5,Saoirse Ronan,56120,Caroline Thompson,2008,0.652,4.878,0.84
80000000,Walt Disney Pictures,USA,Adam Shankman,Comedy,110101975,Bedtime Stories,PG,25/12/08,99,6.1,Adam Sandler,76733,Matt Lopez,2008,0.6,3.384,0.604
25000000,Universal Pictures,USA,Ron Howard,Biography,18593156,Frost/Nixon,R,23/01/09,122,7.7,Frank Langella,92248,Peter Morgan,2008,4.23,4.197,1.674
15000000,Lakeshore Entertainment,USA,Ryûhei Kitamura,Horror,83361,The Midnight Meat Train,R,7/08/08,98,6.1,Vinnie Jones,51337,Jeff Buhler,2008,1.4,2.744,0.656
35000000,Screen Gems,USA,Gregory Hoblit,Crime,28687835,Untraceable,R,25/01/08,101,6.2,Diane Lane,42864,Robert Fyvolent,2008,1.116,21.055,0.6
12000000,2929 Productions,USA,James Gray,Drama,3148482,Two Lovers,R,20/03/09,110,7.1,Joaquin Phoenix,31508,James Gray,2008,0.6,9.282,0.788
9000000,Purple Pictures,USA,Tom Putnam,Comedy,27696,The Hottie & the Nottie,PG-13,21/02/08,91,1.9,Paris Hilton,34253,Heidi Ferrer,2008,0.84,7.439,0.6
40000000,Paramount Pictures,USA,Steven Brill,Comedy,32853640,Drillbit Taylor,PG-13,21/03/08,110,5.7,Owen Wilson,52554,Kristofor Brown,2008,1.4,21.188,0.6
40000000,Initial Entertainment Group (IEG),USA,Danny Pang,Action,15279680,Bangkok Dangerous,R,5/09/08,99,5.4,Nicolas Cage,50355,Jason Richman,2008,0.6,8.459,0.6
12000000,Lionsgate,USA,David Moreau,Horror,31418697,The Eye,PG-13,1/02/08,98,5.4,Jessica Alba,46394,Sebastian Gutierrez,2008,0.98,21.188,1.579
25000000,Paramount Pictures,USA,Kimberly Peirce,Drama,10911750,Stop-Loss,R,28/03/08,112,6.5,Ryan Phillippe,18404,Mark Richard,2008,1.27,5.483,0.98
5000000,Shocking Bottle,USA,Randall Miller,Comedy,4040588,Bottle Shock,PG-13,5/09/08,110,6.8,Chris Pine,13051,Jody Savin,2008,0.656,8.898,1.008
25000000,Exodus Film Group,USA,Tony Leondis,Animation,19528602,Igor,PG,19/09/08,87,6,John Cusack,20476,Chris McKenna,2008,0.6,5.403,2.23
20000000,Pelican Productions LLC (I),USA,Fred Wolf,Adventure,6563357,Strange Wilderness,R,1/02/08,100,5.3,Steve Zahn,19380,Peter Gaulke,2008,0.648,13.203,0.6
25000000,Edward R. Pressman Film,USA,Simon Hunter,Action,6820,Mutant Chronicles,R,8/01/10,111,5.2,Thomas Jane,24230,Philip Eisner,2008,0.702,6.66,1.4
45000000,40 Acres & A Mule Filmworks,USA,Spike Lee,Action,7916887,Miracle at St. Anna,R,26/09/08,160,6,Derek Luke,16239,James McBride,2008,2.337,4.335,0.6
10000000,Picturehouse,USA,Patricia Rozema,Drama,17655201,Kit Kittredge: An American Girl,G,2/07/08,101,6.6,Abigail Breslin,4988,Ann Peacock,2008,0.694,16.854,0.847
13000000,Lakeshore Entertainment,USA,Isabel Coixet,Drama,3581642,Elegy,R,29/08/08,112,6.8,Ben Kingsley,20231,Nicholas Meyer,2008,2.086,7.493,1.441
40000000,Twentieth Century Fox Film Corporation,USA,Wes Anderson,Animation,21002919,Fantastic Mr. Fox,PG,25/11/09,87,7.8,George Clooney,154247,Roald Dahl,2009,2.443,2.453,1.918
23600000,Columbia Pictures,USA,Ruben Fleischer,Adventure,75590286,Zombieland,R,2/10/09,88,7.7,Jesse Eisenberg,419201,Rhett Reese,2009,1.4,4.746,1.4
25000000,Paramount Pictures,USA,Jason Reitman,Drama,83823381,Up in the Air,R,23/12/09,109,7.4,George Clooney,283498,Walter Kirn,2009,1.116,8.459,1.149
19000000,New Line Cinema,USA,Marcus Nispel,Horror,65002019,Friday the 13th,R,13/02/09,97,5.6,Jared Padalecki,80586,Damian Shannon,2009,0.6,7.157,0.98
90000000,Warner Bros.,USA,Guy Ritchie,Action,209028679,Sherlock Holmes,PG-13,25/12/09,128,7.6,Robert Downey Jr.,511547,Michael Robert Johnson,2009,4.252,8.568,1.109
11000000,StudioCanal,USA,Atom Egoyan,Drama,3074838,Chloe,R,26/03/10,96,6.3,Julianne Moore,60262,Erin Cressida Wilson,2009,0.6,6.4,0.6
7500000,Fox Searchlight Pictures,USA,Marc Webb,Comedy,32391374,500 Days of Summer,PG-13,7/08/09,95,7.7,Zooey Deschanel,407875,Scott Neustadter,2009,1.094,4.752,0.828
200000000,"Halcyon Company, The",USA,McG,Action,125322469,Terminator Salvation,PG-13,21/05/09,115,6.6,Christian Bale,301842,John Brancato,2009,0.703,6.077,0.84
200000000,DreamWorks,USA,Michael Bay,Action,402111870,Transformers: Revenge of the Fallen,PG-13,24/06/09,150,6,Shia LaBeouf,343549,Ehren Kruger,2009,1.4,7.346,1.317
30000000,Twentieth Century Fox Film Corporation,USA,James Wong,Action,9353573,Dragonball: Evolution,PG,10/04/09,85,2.6,Justin Chatwin,60877,Ben Ramsey,2009,0.6,3.534,0.6
150000000,Columbia Pictures,USA,Ron Howard,Mystery,133375846,Angels & Demons,PG-13,15/05/09,138,6.7,Tom Hanks,232877,David Koepp,2009,4.23,1.778,4.299
16000000,Fox Atomic,USA,Karyn Kusama,Comedy,16204793,Jennifer's Body,R,18/09/09,102,5.1,Megan Fox,98187,Diablo Cody,2009,1.012,9.839,1.429
40000000,Touchstone Pictures,USA,Anne Fletcher,Comedy,163958031,The Proposal,PG-13,19/06/09,108,6.7,Sandra Bullock,247443,Peter Chiarelli,2009,0.6,15.992,0.6
25000000,Dimension Films,USA,John Hillcoat,Adventure,56692,The Road,R,18/12/09,111,7.3,Viggo Mortensen,191196,Cormac McCarthy,2009,0.972,7.057,0.6
50000000,"Film Department, The",USA,F. Gary Gray,Crime,73343413,Law Abiding Citizen,R,16/10/09,109,7.4,Gerard Butler,232508,Kurt Wimmer,2009,3.275,9.311,1.686
65000000,Walt Disney Pictures,USA,Andy Fickman,Action,67172594,Race to Witch Mountain,PG,13/03/09,98,5.7,Dwayne Johnson,46750,Matt Lopez,2009,0.697,11.497,0.604
85000000,Universal Pictures,USA,Justin Lin,Action,155064265,Fast & Furious,PG-13,3/04/09,107,6.6,Vin Diesel,223114,Chris Morgan,2009,1.384,20.451,1.858
100000000,Universal Pictures,USA,Michael Mann,Biography,97104620,Public Enemies,R,1/07/09,140,7,Christian Bale,244316,Ronan Bennett,2009,2.101,2.638,0.756
20000000,New Line Cinema,USA,Burr Steers,Comedy,64167069,17 Again,PG-13,17/04/09,102,6.4,Zac Efron,155399,Jason Filardi,2009,1.4,4.333,0.98
80000000,Touchstone Pictures,USA,Jonathan Mostow,Action,38577772,Surrogates,PG-13,25/09/09,89,6.3,Bruce Willis,157149,Michael Ferris,2009,1.176,2.703,0.84
26000000,Lionsgate,USA,Jim Sheridan,Drama,28501651,Brothers,R,4/12/09,105,7.1,Jake Gyllenhaal,94974,David Benioff,2009,0.766,5.574,3.222
38000000,Columbia Pictures,USA,Robert Luketic,Comedy,88915214,The Ugly Truth,R,24/07/09,96,6.5,Katherine Heigl,175985,Nicole Eastman,2009,1.258,9.394,0.6
30000000,Focus Features,USA,Shane Acker,Animation,31743332,9,PG-13,9/09/09,79,7.1,Elijah Wood,117268,Pamela Pettler,2009,0.6,0.6,1.467
40000000,New Line Cinema,USA,David R. Ellis,Horror,66477700,The Final Destination,R,28/08/09,82,5.2,Nick Zano,81274,Eric Bress,2009,1.96,5.526,1.02
20000000,Fox Searchlight Pictures,USA,George Tillman Jr.,Biography,36842118,Notorious,R,16/01/09,122,6.7,Jamal Woolard,34791,Reggie Rock Bythewood,2009,0.6,2.902,0.6
30000000,Fox 2000 Pictures,USA,Gary Winick,Comedy,58715510,Bride Wars,PG,9/01/09,89,5.5,Kate Hudson,86156,Greg DePaul,2009,0.919,1.62,0.6
26000000,Columbia Pictures,USA,Steve Carr,Action,20819129,Paul Blart: Mall Cop,PG,16/01/09,91,5.2,Kevin James,89303,Kevin James,2009,0.84,3.551,0.98
30000000,It's a Laugh Productions,USA,Peter Chelsom,Comedy,79566871,Hannah Montana: The Movie,G,10/04/09,102,4.3,Miley Cyrus,34118,Dan Berendsen,2009,0.84,9.675,1.024
35000000,Warner Bros.,USA,Dominic Sena,Action,10275638,Whiteout,R,11/09/09,101,5.5,Kate Beckinsale,33530,Jon Hoeber,2009,0.6,18.185,0.606
90000000,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,196573705,Ice Age: Dawn of the Dinosaurs,PG,1/07/09,94,7,Ray Romano,182575,Peter Ackerman,2009,1.243,3.868,1.022
17000000,Millennium Films,USA,Antoine Fuqua,Crime,27154426,Brooklyn's Finest,R,5/03/10,132,6.7,Richard Gere,55183,Michael C. Martin,2009,0.84,9.46,0.6
1700000,Magnolia Pictures,USA,Steven Soderbergh,Drama,695417,The Girlfriend Experience,R,8/07/09,77,5.5,Sasha Grey,14416,David Levien,2009,3.202,2.449,0.655
18000000,Dimension Films,USA,Miguel Arteta,Comedy,15281286,Youth in Revolt,R,8/01/10,90,6.5,Michael Cera,67707,Gustin Nash,2009,0.655,3.412,0.6
17000000,Focus Features,USA,Sam Mendes,Comedy,9451946,Away We Go,R,26/06/09,98,7.1,John Krasinski,47589,Dave Eggers,2009,1.544,3.197,1.4
3900000,The Weinstein Company,USA,Kyle Newman,Adventure,688529,Fanboys,PG-13,13/02/09,100,6.6,Dan Fogler,51872,Ernest Cline,2009,0.6,2.625,0.6
45000000,Twentieth Century Fox Film Corporation,USA,John Schultz,Animation,25200412,Aliens in the Attic,PG,31/07/09,86,5.4,Ashley Tisdale,17909,Mark Burton,2009,0.98,4.62,0.694
17000000,26 Films,USA,Donald Petrie,Comedy,8662318,My Life in Ruins,PG-13,5/06/09,98,5.9,Nia Vardalos,16145,Mike Reiss,2009,1.943,2.425,2.503
80000000,Paramount Pictures,USA,Martin Scorsese,Mystery,128012934,Shutter Island,R,19/02/10,138,8.1,Leonardo DiCaprio,883895,Laeta Kalogridis,2010,5.362,1.4,1.073
170000000,Walt Disney Pictures,USA,Joseph Kosinski,Action,172062763,TRON: Legacy,PG,17/12/10,100,6.8,Jeff Bridges,278124,Edward Kitsis,2010,1.298,0.84,0.648
35000000,New Line Cinema,USA,Samuel Bayer,Horror,63075011,A Nightmare on Elm Street,R,30/04/10,95,5.2,Jackie Earle Haley,79930,Wesley Strick,2010,0.6,2.265,1.608
58000000,Summit Entertainment,USA,Robert Schwentke,Action,90380162,RED,PG-13,15/10/10,111,7.1,Bruce Willis,254554,Jon Hoeber,2010,0.6,8.167,0.606
165000000,DreamWorks Animation,USA,Dean DeBlois,Animation,217581231,How to Train Your Dragon,PG,26/03/10,98,8.1,Jay Baruchel,538360,William Davies,2010,1.4,5.3,0.61
200000000,Walt Disney Pictures,USA,Mike Newell,Action,90759676,Prince of Persia: The Sands of Time,PG-13,28/05/10,116,6.6,Jake Gyllenhaal,237542,Boaz Yakin,2010,1.16,7.493,1.4
25000000,Closest to the Hole Productions,USA,David O. Russell,Biography,93617009,The Fighter,R,17/12/10,116,7.8,Mark Wahlberg,294996,Scott Silver,2010,1.62,6.109,1.618
110000000,Columbia Pictures,USA,Phillip Noyce,Action,118311368,Salt,PG-13,23/07/10,100,6.4,Angelina Jolie,259831,Kurt Wimmer,2010,0.84,0.98,1.686
40000000,Twentieth Century Fox Film Corporation,USA,Nimród Antal,Action,52000688,Predators,R,9/07/10,107,6.4,Adrien Brody,182863,Alex Litvak,2010,1.22,0.737,1.66
19000000,Universal Pictures,USA,Anand Tucker,Comedy,25918920,Leap Year,PG,8/01/10,100,6.5,Amy Adams,77685,Deborah Kaplan,2010,0.98,4.249,2.58
24000000,Dimension Films,USA,Alexandre Aja,Comedy,25003155,Piranha 3D,R,20/08/10,88,5.5,Elisabeth Shue,76489,Pete Goldfinger,2010,0.747,6.66,0.656
36000000,Metro-Goldwyn-Mayer (MGM),USA,Steve Pink,Comedy,50287556,Hot Tub Time Machine,R,26/03/10,101,6.4,John Cusack,145648,Josh Heald,2010,1.4,37.331,1.4
100000000,Twentieth Century Fox Film Corporation,USA,Tony Scott,Action,81562942,Unstoppable,PG-13,12/11/10,98,6.8,Denzel Washington,160551,Mark Bomback,2010,2.489,21.055,1.388
24000000,CBS Films,USA,George Tillman Jr.,Action,23240020,Faster,R,24/11/10,98,6.5,Dwayne Johnson,85407,Tony Gayton,2010,0.6,2.345,0.6
15000000,Color Force,USA,Thor Freudenthal,Comedy,64003625,Diary of a Wimpy Kid,PG,19/03/10,100,6.2,Zachary Gordon,35256,Jackie Filgo,2010,0.604,4.801,0.6
44000000,Universal Pictures,USA,Burr Steers,Drama,31162545,Charlie St. Cloud,PG-13,30/07/10,100,6.5,Zac Efron,50872,Craig Pearce,2010,1.4,4.966,0.84
165000000,DreamWorks Animation,USA,Mike Mitchell,Animation,238371987,Shrek Forever After,PG,21/05/10,93,6.3,Mike Myers,150636,William Steig,2010,2.11,8.2,1.4
20000000,Touchstone Pictures,USA,Andy Fickman,Comedy,25702053,You Again,PG,24/09/10,100,5.8,Kristen Bell,43588,Moe Jelline,2010,0.697,7.157,0.84
155000000,Fox 2000 Pictures,USA,Michael Apted,Adventure,104386950,The Chronicles of Narnia: The Voyage of the Dawn Treader,PG,10/12/10,113,6.3,Ben Barnes,116260,Christopher Markus,2010,1.877,5.215,2.613
150000000,Walt Disney Pictures,USA,Jon Turteltaub,Action,63150991,The Sorcerer's Apprentice,PG,14/07/10,109,6.1,Nicolas Cage,133390,Lawrence Konner,2010,1.699,23.05,0.6
70000000,Twentieth Century Fox Film Corporation,USA,Oliver Stone,Drama,52474616,Wall Street: Money Never Sleeps,PG-13,24/09/10,133,6.2,Shia LaBeouf,88518,Allan Loeb,2010,5.109,4.644,1.166
25000000,Screen Gems,USA,Lasse Hallström,Drama,80014842,Dear John,PG-13,5/02/10,108,6.3,Channing Tatum,115712,Jamie Linden,2010,0.691,7.493,0.682
60000000,Columbia Pictures,USA,Ryan Murphy,Drama,80574010,Eat Pray Love,PG-13,13/08/10,133,5.7,Julia Roberts,69859,Ryan Murphy,2010,0.6,13.176,0.6
65000000,Warner Bros.,USA,Todd Phillips,Comedy,100539043,Due Date,R,5/11/10,95,6.6,Robert Downey Jr.,287021,Alan R. Cohen,2010,3.566,9.927,0.6
25000000,Warner Bros.,USA,Sylvain White,Action,23580735,The Losers,PG-13,23/04/10,97,6.4,Idris Elba,78545,Peter Berg,2010,1.251,21.055,0.98
20000000,Overture Films,USA,Breck Eisner,Horror,39123589,The Crazies,R,26/02/10,101,6.5,Radha Mitchell,98210,Scott Kosar,2010,0.945,8.568,0.692
8000000,Focus Features,USA,Anna Boden,Comedy,6350058,It's Kind of a Funny Story,PG-13,8/10/10,101,7.1,Keir Gilchrist,116014,Anna Boden,2010,0.84,29.847,0.6
20000000,Touchstone Pictures,USA,Julie Anne Robinson,Drama,62950384,The Last Song,PG,31/03/10,100,5.9,Miley Cyrus,66108,Nicholas Sparks,2010,0.689,5.131,1.501
10000000,Universal Pictures,USA,John Erick Dowdle,Horror,33583175,Devil,PG-13,17/09/10,80,6.3,Chris Messina,112284,Brian Nelson,2010,1.786,14.031,1.286
19000000,Mandate Pictures,USA,Josh Gordon,Comedy,27758465,The Switch,PG-13,20/08/10,100,6.1,Jennifer Aniston,83839,Allan Loeb,2010,1.306,3.943,1.166
20000000,Screen Gems,USA,John Luessenhop,Action,57744720,Takers,PG-13,27/08/10,107,6.2,Chris Brown,49828,Peter Allen,2010,0.694,15.11,0.6
35000000,CBS Films,USA,Alan Poul,Comedy,37490007,The Back-up Plan,PG-13,23/04/10,104,5.3,Jennifer Lopez,43272,Kate Angelo,2010,0.98,2.404,0.6
40000000,Columbia Pictures,USA,Andy Tennant,Action,67061228,The Bounty Hunter,PG-13,19/03/10,110,5.5,Jennifer Aniston,103868,Sarah Thorp,2010,1.838,2.09,0.98
75000000,Lionsgate,USA,Robert Luketic,Action,47059963,Killers,PG-13,4/06/10,100,5.4,Katherine Heigl,77029,Bob DeRosa,2010,1.258,11.497,1.38
30000000,Summit Entertainment,USA,Gary Winick,Adventure,53032453,Letters to Juliet,PG,14/05/10,100,6.6,Amanda Seyfried,79868,Jose Rivera,2010,0.919,14.44,0.716
28000000,Relativity Media,USA,Brian Levant,Action,24268828,The Spy Next Door,PG,15/01/10,94,5.4,Jackie Chan,33070,Jonathan Bernstein,2010,1.68,7.057,1.166
20000000,Focus Features,USA,Anton Corbijn,Crime,35606376,The American,R,1/09/10,105,6.3,George Clooney,82995,Rowan Joffe,2010,1.004,2.547,0.694
22000000,River Road Entertainment,USA,Doug Liman,Biography,9528092,Fair Game,PG-13,3/12/10,108,6.8,Naomi Watts,40837,Jez Butterworth,2010,1.736,3.93,1.22
37000000,Warner Bros.,USA,Kevin Smith,Action,44875481,Cop Out,R,26/02/10,107,5.6,Bruce Willis,78157,Robb Cullen,2010,1.752,5.347,0.6
30000000,Summit Entertainment,USA,Jon M. Chu,Drama,42400223,Step Up 3D,PG-13,6/08/10,107,6.2,Sharni Vinson,50180,Amy Andelson,2010,1.872,2.656,0.6
40000000,Bad Robot,USA,Roger Michell,Comedy,31011732,Morning Glory,PG-13,10/11/10,100,6.5,Rachel McAdams,62536,Aline Brosh McKenna,2010,1.786,8.359,0.84
3000000,Paramount Pictures,USA,Tod Williams,Horror,84752907,Paranormal Activity 2,R,22/10/10,91,5.7,Katie Featherston,87197,Michael R. Perry,2010,0.6,15.992,1.532
22000000,Millennium Films,USA,John Curran,Drama,1796024,Stone,R,22/10/10,105,5.4,Edward Norton,36456,Angus MacLachlan,2010,0.972,3.849,0.728
32000000,New Line Cinema,USA,Nanette Burstein,Comedy,17804299,Going the Distance,R,3/09/10,100,6.3,Drew Barrymore,52508,Geoff LaTulippe,2010,0.6,18.012,0.6
31000000,CBS Films,USA,Tom Vaughan,Drama,11854694,Extraordinary Measures,PG,22/01/10,106,6.5,Brendan Fraser,14980,Robert Nelson Jacobs,2010,1.504,4.257,1.22
800000,ArieScope Pictures,USA,Adam Green,Comedy,62000,Hatchet II,R,2010-11,85,5.5,Danielle Harris,10103,Adam Green,2010,1.686,3.868,0.6
50000000,Twentieth Century Fox Film Corporation,USA,Tom Dey,Comedy,33644788,Marmaduke,PG,4/06/10,100,4.2,Owen Wilson,12104,Tim Rasmussen,2010,1.4,20.451,1.135
12000000,Company Films,USA,Malcolm Venville,Comedy,101882,Henry's Crime,R,14/01/11,108,6,Keanu Reeves,16513,Sacha Gervasi,2010,1.38,2.058,1.4
85000000,CD2 Films,USA,Brad Peyton,Action,43585753,Cats & Dogs: The Revenge of Kitty Galore,PG,30/07/10,100,4.3,Bette Midler,11161,Ron J. Friedman,2010,0.98,11.644,0.6
35000000,Summit Entertainment,USA,Roger Kumble,Comedy,17596256,Furry Vengeance,PG,30/04/10,100,3.8,Brendan Fraser,13245,Michael Carnes,2010,1.644,6.723,0.6
10000000,Herrick Entertainment,USA,Brad Anderson,Horror,22197,Vanishing on 7th Street,R,5/02/11,92,4.9,Hayden Christensen,22864,Anthony Jaswinski,2010,1.117,9.395,0.6
250000000,Walt Disney Pictures,USA,Rob Marshall,Action,241071802,Pirates of the Caribbean: On Stranger Tides,PG-13,20/05/11,100,6.6,Johnny Depp,408968,Ted Elliott,2011,0.83,2.453,2.251
15000000,FilmDistrict,USA,Nicolas Winding Refn,Crime,35060689,Drive,R,16/09/11,100,7.8,Ryan Gosling,472901,Hossein Amini,2011,2.027,11.644,1.29
90000000,Columbia Pictures,USA,David Fincher,Crime,102515793,The Girl with the Dragon Tattoo,R,21/12/11,158,7.8,Daniel Craig,356094,Steven Zaillian,2011,11.286,4.132,1.832
27000000,Relativity Media,USA,Neil Burger,Mystery,79249455,Limitless,PG-13,18/03/11,105,7.4,Bradley Cooper,454361,Leslie Dixon,2011,1.938,3.083,0.979
75000000,Relativity Media,USA,Tarsem Singh,Action,83504017,Immortals,R,11/11/11,110,6,Henry Cavill,144952,Charley Parlapanides,2011,1.4,8.459,1.4
93000000,Twentieth Century Fox Film Corporation,USA,Rupert Wyatt,Action,176760185,Rise of the Planet of the Apes,PG-13,5/08/11,105,7.6,James Franco,439105,Rick Jaffa,2011,1.104,3.588,1.595
195000000,Paramount Pictures,USA,Michael Bay,Action,352390543,Transformers: Dark of the Moon,PG-13,29/06/11,154,6.3,Shia LaBeouf,345669,Ehren Kruger,2011,1.4,12.513,1.317
32000000,Summit Entertainment,USA,Duncan Jones,Mystery,54712227,Source Code,PG-13,1/04/11,93,7.5,Jake Gyllenhaal,414859,Ben Ripley,2011,1.465,10.839,0.728
145000000,Paramount Pictures,USA,Brad Bird,Action,209397903,Mission: Impossible - Ghost Protocol,PG-13,21/12/11,132,7.4,Tom Cruise,388730,Bruce Geller,2011,2.54,13.581,2.104
40000000,Lionsgate,USA,Brad Furman,Crime,58009200,The Lincoln Lawyer,R,18/03/11,118,7.3,Matthew McConaughey,184728,John Romano,2011,0.707,6.363,1.4
35000000,New Line Cinema,USA,Seth Gordon,Comedy,117538559,Horrible Bosses,R,8/07/11,106,6.9,Jason Bateman,375032,Michael Markowitz,2011,1.834,3.756,1.995
60000000,DreamWorks,USA,D.J. Caruso,Action,55100437,I Am Number Four,PG-13,18/02/11,109,6.1,Alex Pettyfer,205616,Alfred Gough,2011,1.38,5.211,1.96
40000000,Dimension Films,USA,Wes Craven,Horror,38180928,Scream 4,R,15/04/11,111,6.2,Neve Campbell,110371,Kevin Williamson,2011,3.58,10.296,0.938
150000000,Paramount Pictures,USA,Martin Scorsese,Adventure,73864507,Hugo,PG,23/11/11,126,7.5,Asa Butterfield,264187,John Logan,2011,5.362,21.188,2.052
1000000,Snoot Entertainment,USA,Adam Wingard,Horror,18474268,You're Next,R,23/08/13,95,6.5,Sharni Vinson,70259,Simon Barrett,2011,1.05,19.714,0.6
50000000,Columbia Pictures,USA,Bennett Miller,Biography,75605492,Moneyball,PG-13,23/09/11,133,7.6,Brad Pitt,302465,Steven Zaillian,2011,1.082,5.131,1.832
125000000,Warner Bros.,USA,Guy Ritchie,Action,186848418,Sherlock Holmes: A Game of Shadows,PG-13,16/12/11,129,7.5,Robert Downey Jr.,365008,Michele Mulroney,2011,4.252,5.742,0.764
30000000,Focus Features,USA,Joe Wright,Action,40259119,Hanna,PG-13,8/04/11,111,6.8,Saoirse Ronan,166517,Seth Lochhead,2011,0.6,4.288,1.38
110000000,DreamWorks,USA,Shawn Levy,Action,85468508,Real Steel,PG-13,7/10/11,127,7.1,Hugh Jackman,268336,John Gatins,2011,0.856,6.766,1.396
135000000,Paramount Pictures,USA,Gore Verbinski,Animation,123477607,Rango,PG,4/03/11,107,7.2,Johnny Depp,198267,John Logan,2011,3.384,16.652,2.052
6000000,Code Red,USA,Lance Daly,Drama,4106,The Good Doctor,PG-13,31/08/12,91,5.6,Orlando Bloom,5532,John Enbom,2011,0.6,4.317,0.6
38000000,Morgan Creek Productions,USA,Matthijs van Heijningen Jr.,Horror,16928670,The Thing,R,14/10/11,103,6.2,Mary Elizabeth Winstead,102345,Eric Heisserer,2011,0.978,5.176,1.7
60000000,Warner Bros.,USA,Steven Soderbergh,Drama,75658097,Contagion,PG-13,9/09/11,106,6.6,Matt Damon,189798,Scott Z. Burns,2011,3.202,4.746,0.901
35000000,Lionsgate,USA,John Singleton,Action,28087155,Abduction,PG-13,23/09/11,106,5.1,Taylor Lautner,68380,Shawn Christensen,2011,1.964,2.224,0.6
18000000,Enticing Entertainment,USA,Sean McNamara,Biography,43853424,Soul Surfer,PG,8/04/11,112,7.1,AnnaSophia Robb,38348,Sean McNamara,2011,0.794,6.729,0.6
8000000,Summit Entertainment,USA,Jonathan Levine,Comedy,35014192,50/50,R,30/09/11,100,7.7,Joseph Gordon-Levitt,285675,Will Reiser,2011,0.98,0.828,0.6
80000000,Warner Bros.,USA,Todd Phillips,Comedy,254464305,The Hangover Part II,R,26/05/11,102,6.5,Bradley Cooper,402097,Craig Mazin,2011,3.566,2.148,1.62
135000000,Columbia Pictures,USA,Steven Spielberg,Animation,77591831,The Adventures of Tintin,PG,21/12/11,107,7.4,Jamie Bell,188070,Hergé,2011,7.76,5.64,0.84
70000000,Columbia Pictures,USA,Jonathan Liebesman,Action,83552429,Battle Los Angeles,PG-13,11/03/11,116,5.8,Aaron Eckhart,160672,Christopher Bertolini,2011,0.84,0.6,0.6
5000000,Hydraulx,USA,Jeff Nichols,Drama,1729969,Take Shelter,R,10/11/11,121,7.4,Michael Shannon,76102,Jeff Nichols,2011,0.6,2.864,1.406
150000000,DreamWorks Animation,USA,Jennifer Yuh Nelson,Animation,165249063,Kung Fu Panda 2,PG,26/05/11,90,7.3,Jack Black,203107,Jonathan Aibel,2011,0.98,5.218,1.666
38000000,Fox 2000 Pictures,USA,Francis Lawrence,Drama,58709717,Water for Elephants,PG-13,22/04/11,100,6.9,Robert Pattinson,100146,Richard LaGravenese,2011,1.282,3.748,1.389
20000000,Regency Enterprises,USA,Mark Mylod,Comedy,14008193,What's Your Number?,R,30/09/11,106,6.1,Anna Faris,63448,Gabrielle Allan,2011,1.4,2.929,0.6
23000000,Rogue Pictures,USA,Michael Dowse,Comedy,6923891,Take Me Home Tonight,R,4/03/11,100,6.3,Topher Grace,46068,Jackie Filgo,2011,2.111,2.684,0.6
37000000,New Line Cinema,USA,Mikael Håfström,Drama,33047633,The Rite,PG-13,28/01/11,114,6,Colin O'Donoghue,80181,Michael Petroni,2011,1.261,8.359,1.286
40000000,Warner Bros.,USA,Stephen Daldry,Adventure,31847881,Extremely Loud & Incredibly Close,PG-13,20/01/12,129,6.9,Thomas Horn,87522,Eric Roth,2011,1.4,5.474,2.016
35000000,Alcon Entertainment,USA,Luke Greenfield,Comedy,39046489,Something Borrowed,PG-13,6/05/11,100,5.9,Ginnifer Goodwin,51026,Jennie Snyder Urman,2011,0.728,4.292,0.6
